PremiumTable	IssueAge	MaxPolicyYear	Sex	RiskClass	PremiumBand	PremiumPer1000
ACC19 	57	999	F	T	6	20.1
ACC19 	57	999	F	U	6	18.26
ACC19 	57	999	F	W	6	16.3
ACC19 	57	999	F	Y	6	24.12
ACC19 	57	999	M	N	6	21.17
ACC19 	57	999	M	P	6	17.93
ACC19 	57	999	M	R	6	15.88
ACC19 	57	999	M	S	6	33.39
ACC19 	57	999	M	T	6	27.82
ACC19 	57	999	M	U	6	24.67
ACC19 	57	999	M	W	6	21.17
ACC19 	57	999	M	Y	6	33.39
ACC19 	57	999	F	N	7	14.67
ACC19 	57	999	F	P	7	13.04
ACC19 	57	999	F	R	7	11.77
ACC19 	57	999	F	S	7	21.71
ACC19 	57	999	F	T	7	18.09
ACC19 	57	999	F	U	7	16.43
ACC19 	57	999	F	W	7	14.67
ACC19 	57	999	F	Y	7	21.71
ACC19 	57	999	M	N	7	19.05
ACC19 	57	999	M	P	7	16.14
ACC19 	57	999	M	R	7	14.29
ACC19 	57	999	M	S	7	30.05
ACC19 	57	999	M	T	7	25.04
ACC19 	57	999	M	U	7	22.2
ACC19 	57	999	M	W	7	19.05
ACC19 	57	999	M	Y	7	30.05
ACC19 	58	999	F	N	1	18.29
ACC19 	58	999	F	P	1	18.12
ACC19 	58	999	F	R	1	18.12
ACC19 	58	999	F	S	1	30.1
ACC19 	58	999	F	T	1	25.08
ACC19 	58	999	F	U	1	25.08
ACC19 	58	999	F	W	1	18.29
ACC19 	58	999	F	Y	1	30.1
ACC19 	58	999	M	N	1	23.16
ACC19 	58	999	M	P	1	21.07
ACC19 	58	999	M	R	1	21.0
ACC19 	58	999	M	S	1	36.82
ACC19 	58	999	M	T	1	30.68
ACC19 	58	999	M	U	1	30.36
ACC19 	58	999	M	W	1	23.16
ACC19 	58	999	M	Y	1	36.82
ACC19 	58	999	F	N	2	17.88
ACC19 	58	999	F	P	2	15.92
ACC19 	58	999	F	R	2	15.12
ACC19 	58	999	F	S	2	26.93
ACC19 	58	999	F	T	2	22.44
ACC19 	58	999	F	U	2	22.32
ACC19 	58	999	F	W	2	17.88
ACC19 	58	999	F	Y	2	26.93
ACC19 	58	999	M	N	2	23.16
ACC19 	58	999	M	P	2	19.66
ACC19 	58	999	M	R	2	18.12
ACC19 	58	999	M	S	2	36.82
ACC19 	58	999	M	T	2	30.68
ACC19 	58	999	M	U	2	27.6
ACC19 	58	999	M	W	2	23.16
ACC19 	58	999	M	Y	2	36.82
ACC19 	58	999	F	N	3	17.88
ACC19 	58	999	F	P	3	15.92
ACC19 	58	999	F	R	3	14.4
ACC19 	58	999	F	S	3	26.93
ACC19 	58	999	F	T	3	22.44
ACC19 	58	999	F	U	3	20.32
ACC19 	58	999	F	W	3	17.88
ACC19 	58	999	F	Y	3	26.93
ACC19 	58	999	M	N	3	23.16
ACC19 	58	999	M	P	3	19.66
ACC19 	58	999	M	R	3	17.35
ACC19 	58	999	M	S	3	36.82
ACC19 	58	999	M	T	3	30.68
ACC19 	58	999	M	U	3	27.14
ACC19 	58	999	M	W	3	23.16
ACC19 	58	999	M	Y	3	36.82
ACC19 	58	999	F	N	4	17.51
ACC19 	58	999	F	P	4	15.58
ACC19 	58	999	F	R	4	14.07
ACC19 	58	999	F	S	4	26.1
ACC19 	58	999	F	T	4	21.75
ACC19 	58	999	F	U	4	19.7
ACC19 	58	999	F	W	4	17.51
ACC19 	58	999	F	Y	4	26.1
ACC19 	58	999	M	N	4	22.68
ACC19 	58	999	M	P	4	19.21
ACC19 	58	999	M	R	4	17.02
ACC19 	58	999	M	S	4	35.56
ACC19 	58	999	M	T	4	29.63
ACC19 	58	999	M	U	4	26.26
ACC19 	58	999	M	W	4	22.68
ACC19 	58	999	M	Y	4	35.56
ACC19 	58	999	F	N	5	17.41
ACC19 	58	999	F	P	5	15.48
ACC19 	58	999	F	R	5	13.97
ACC19 	58	999	F	S	5	25.98
ACC19 	58	999	F	T	5	21.65
ACC19 	58	999	F	U	5	19.57
ACC19 	58	999	F	W	5	17.41
ACC19 	58	999	F	Y	5	25.98
ACC19 	58	999	M	N	5	22.52
ACC19 	58	999	M	P	5	19.1
ACC19 	58	999	M	R	5	16.92
ACC19 	58	999	M	S	5	35.44
ACC19 	58	999	M	T	5	29.53
ACC19 	58	999	M	U	5	26.13
ACC19 	58	999	M	W	5	22.52
ACC19 	58	999	M	Y	5	35.44
ACC19 	58	999	F	N	6	17.29
ACC19 	58	999	F	P	6	15.38
ACC19 	58	999	F	R	6	13.87
ACC19 	58	999	F	S	6	25.86
ACC19 	58	999	F	T	6	21.55
ACC19 	58	999	F	U	6	19.44
ACC19 	58	999	F	W	6	17.29
ACC19 	58	999	F	Y	6	25.86
ACC19 	58	999	M	N	6	22.37
ACC19 	58	999	M	P	6	19.0
ACC19 	58	999	M	R	6	16.82
ACC19 	58	999	M	S	6	35.32
ACC19 	58	999	M	T	6	29.43
ACC19 	58	999	M	U	6	26.0
ACC19 	58	999	M	W	6	22.37
ACC19 	58	999	M	Y	6	35.32
ACC19 	58	999	F	N	7	15.56
ACC19 	58	999	F	P	7	13.84
ACC19 	58	999	F	R	7	12.48
ACC19 	58	999	F	S	7	23.27
ACC19 	58	999	F	T	7	19.4
ACC19 	58	999	F	U	7	17.5
ACC19 	58	999	F	W	7	15.56
ACC19 	58	999	F	Y	7	23.27
ACC19 	58	999	M	N	7	20.13
ACC19 	58	999	M	P	7	17.1
ACC19 	58	999	M	R	7	15.14
ACC19 	58	999	M	S	7	31.79
ACC19 	58	999	M	T	7	26.49
ACC19 	58	999	M	U	7	23.4
ACC19 	58	999	M	W	7	20.13
ACC19 	58	999	M	Y	7	31.79
ACC19 	59	999	F	N	1	19.17
ACC19 	59	999	F	P	1	18.72
ACC19 	59	999	F	R	1	18.72
ACC19 	59	999	F	S	1	31.25
ACC19 	59	999	F	T	1	26.04
ACC19 	59	999	F	U	1	26.04
ACC19 	59	999	F	W	1	19.17
ACC19 	59	999	F	Y	1	31.25
ACC19 	59	999	M	N	1	24.35
ACC19 	59	999	M	P	1	21.98
ACC19 	59	999	M	R	1	21.84
ACC19 	59	999	M	S	1	38.81
ACC19 	59	999	M	T	1	32.34
ACC19 	59	999	M	U	1	31.8
ACC19 	59	999	M	W	1	24.35
ACC19 	59	999	M	Y	1	38.81
ACC19 	59	999	F	N	2	18.88
ACC19 	59	999	F	P	2	16.82
ACC19 	59	999	F	R	2	15.72
ACC19 	59	999	F	S	2	28.71
ACC19 	59	999	F	T	2	23.92
ACC19 	59	999	F	U	2	23.4
ACC19 	59	999	F	W	2	18.88
ACC19 	59	999	F	Y	2	28.71
ACC19 	59	999	M	N	2	24.35
ACC19 	59	999	M	P	2	20.75
ACC19 	59	999	M	R	2	18.96
ACC19 	59	999	M	S	2	38.81
ACC19 	59	999	M	T	2	32.34
ACC19 	59	999	M	U	2	29.16
ACC19 	59	999	M	W	2	24.35
ACC19 	59	999	M	Y	2	38.81
ACC19 	59	999	F	N	3	18.88
ACC19 	59	999	F	P	3	16.82
ACC19 	59	999	F	R	3	15.2
ACC19 	59	999	F	S	3	28.71
ACC19 	59	999	F	T	3	23.92
ACC19 	59	999	F	U	3	21.56
ACC19 	59	999	F	W	3	18.88
ACC19 	59	999	F	Y	3	28.71
ACC19 	59	999	M	N	3	24.35
ACC19 	59	999	M	P	3	20.75
ACC19 	59	999	M	R	3	18.3
ACC19 	59	999	M	S	3	38.81
ACC19 	59	999	M	T	3	32.34
ACC19 	59	999	M	U	3	28.52
ACC19 	59	999	M	W	3	24.35
ACC19 	59	999	M	Y	3	38.81
ACC19 	59	999	F	N	4	18.49
ACC19 	59	999	F	P	4	16.47
ACC19 	59	999	F	R	4	14.86
ACC19 	59	999	F	S	4	27.84
ACC19 	59	999	F	T	4	23.2
ACC19 	59	999	F	U	4	20.9
ACC19 	59	999	F	W	4	18.49
ACC19 	59	999	F	Y	4	27.84
ACC19 	59	999	M	N	4	23.86
ACC19 	59	999	M	P	4	20.29
ACC19 	59	999	M	R	4	17.96
ACC19 	59	999	M	S	4	37.49
ACC19 	59	999	M	T	4	31.24
ACC19 	59	999	M	U	4	27.62
ACC19 	59	999	M	W	4	23.86
ACC19 	59	999	M	Y	4	37.49
ACC19 	59	999	F	N	5	18.4
ACC19 	59	999	F	P	5	16.37
ACC19 	59	999	F	R	5	14.76
ACC19 	59	999	F	S	5	27.72
ACC19 	59	999	F	T	5	23.1
ACC19 	59	999	F	U	5	20.76
ACC19 	59	999	F	W	5	18.4
ACC19 	59	999	F	Y	5	27.72
ACC19 	59	999	M	N	5	23.71
ACC19 	59	999	M	P	5	20.18
ACC19 	59	999	M	R	5	17.86
ACC19 	59	999	M	S	5	37.37
ACC19 	59	999	M	T	5	31.14
ACC19 	59	999	M	U	5	27.48
ACC19 	59	999	M	W	5	23.71
ACC19 	59	999	M	Y	5	37.37
ACC19 	59	999	F	N	6	18.29
ACC19 	59	999	F	P	6	16.27
ACC19 	59	999	F	R	6	14.66
ACC19 	59	999	F	S	6	27.6
ACC19 	59	999	F	T	6	23.0
ACC19 	59	999	F	U	6	20.62
ACC19 	59	999	F	W	6	18.29
ACC19 	59	999	F	Y	6	27.6
ACC19 	59	999	M	N	6	23.57
ACC19 	59	999	M	P	6	20.08
ACC19 	59	999	M	R	6	17.76
ACC19 	59	999	M	S	6	37.25
ACC19 	59	999	M	T	6	31.04
ACC19 	59	999	M	U	6	27.34
ACC19 	59	999	M	W	6	23.57
ACC19 	59	999	M	Y	6	37.25
ACC19 	59	999	F	N	7	16.46
ACC19 	59	999	F	P	7	14.64
ACC19 	59	999	F	R	7	13.19
ACC19 	59	999	F	S	7	24.84
ACC19 	59	999	F	T	7	20.7
ACC19 	59	999	F	U	7	18.56
ACC19 	59	999	F	W	7	16.46
ACC19 	59	999	F	Y	7	24.84
ACC19 	59	999	M	N	7	21.21
ACC19 	59	999	M	P	7	18.07
ACC19 	59	999	M	R	7	15.98
ACC19 	59	999	M	S	7	33.53
ACC19 	59	999	M	T	7	27.94
ACC19 	59	999	M	U	7	24.61
ACC19 	59	999	M	W	7	21.21
ACC19 	59	999	M	Y	7	33.53
ACC19 	60	999	F	N	1	20.05
ACC19 	60	999	F	P	1	19.32
ACC19 	60	999	F	R	1	19.32
ACC19 	60	999	F	S	1	32.55
ACC19 	60	999	F	T	1	27.12
ACC19 	60	999	F	U	1	27.12
ACC19 	60	999	F	W	1	20.05
ACC19 	60	999	F	Y	1	32.55
ACC19 	60	999	M	N	1	25.53
ACC19 	60	999	M	P	1	22.9
ACC19 	60	999	M	R	1	22.68
ACC19 	60	999	M	S	1	40.8
ACC19 	60	999	M	T	1	34.0
ACC19 	60	999	M	U	1	33.36
ACC19 	60	999	M	W	1	25.53
ACC19 	60	999	M	Y	1	40.8
ACC19 	60	999	F	N	2	19.88
ACC19 	60	999	F	P	2	17.72
ACC19 	60	999	F	R	2	16.32
ACC19 	60	999	F	S	2	30.48
ACC19 	60	999	F	T	2	25.4
ACC19 	60	999	F	U	2	24.48
ACC19 	60	999	F	W	2	19.88
ACC19 	60	999	F	Y	2	30.48
ACC19 	60	999	M	N	2	25.53
ACC19 	60	999	M	P	2	21.83
ACC19 	60	999	M	R	2	19.8
ACC19 	60	999	M	S	2	40.8
ACC19 	60	999	M	T	2	34.0
ACC19 	60	999	M	U	2	30.84
ACC19 	60	999	M	W	2	25.53
ACC19 	60	999	M	Y	2	40.8
ACC19 	60	999	F	N	3	19.88
ACC19 	60	999	F	P	3	17.72
ACC19 	60	999	F	R	3	16.0
ACC19 	60	999	F	S	3	30.48
ACC19 	60	999	F	T	3	25.4
ACC19 	60	999	F	U	3	22.8
ACC19 	60	999	F	W	3	19.88
ACC19 	60	999	F	Y	3	30.48
ACC19 	60	999	M	N	3	25.53
ACC19 	60	999	M	P	3	21.83
ACC19 	60	999	M	R	3	19.25
ACC19 	60	999	M	S	3	40.8
ACC19 	60	999	M	T	3	34.0
ACC19 	60	999	M	U	3	29.9
ACC19 	60	999	M	W	3	25.53
ACC19 	60	999	M	Y	3	40.8
ACC19 	60	999	F	N	4	19.48
ACC19 	60	999	F	P	4	17.36
ACC19 	60	999	F	R	4	15.66
ACC19 	60	999	F	S	4	29.6
ACC19 	60	999	F	T	4	24.66
ACC19 	60	999	F	U	4	22.1
ACC19 	60	999	F	W	4	19.48
ACC19 	60	999	F	Y	4	29.6
ACC19 	60	999	M	N	4	25.05
ACC19 	60	999	M	P	4	21.36
ACC19 	60	999	M	R	4	18.9
ACC19 	60	999	M	S	4	39.44
ACC19 	60	999	M	T	4	32.86
ACC19 	60	999	M	U	4	28.98
ACC19 	60	999	M	W	4	25.05
ACC19 	60	999	M	Y	4	39.44
ACC19 	60	999	F	N	5	19.39
ACC19 	60	999	F	P	5	17.26
ACC19 	60	999	F	R	5	15.55
ACC19 	60	999	F	S	5	29.46
ACC19 	60	999	F	T	5	24.55
ACC19 	60	999	F	U	5	21.95
ACC19 	60	999	F	W	5	19.39
ACC19 	60	999	F	Y	5	29.46
ACC19 	60	999	M	N	5	24.9
ACC19 	60	999	M	P	5	21.25
ACC19 	60	999	M	R	5	18.8
ACC19 	60	999	M	S	5	39.3
ACC19 	60	999	M	T	5	32.75
ACC19 	60	999	M	U	5	28.83
ACC19 	60	999	M	W	5	24.9
ACC19 	60	999	M	Y	5	39.3
ACC19 	60	999	F	N	6	19.29
ACC19 	60	999	F	P	6	17.16
ACC19 	60	999	F	R	6	15.45
ACC19 	60	999	F	S	6	29.34
ACC19 	60	999	F	T	6	24.45
ACC19 	60	999	F	U	6	21.8
ACC19 	60	999	F	W	6	19.29
ACC19 	60	999	F	Y	6	29.34
ACC19 	60	999	M	N	6	24.76
ACC19 	60	999	M	P	6	21.15
ACC19 	60	999	M	R	6	18.7
ACC19 	60	999	M	S	6	39.18
ACC19 	60	999	M	T	6	32.65
ACC19 	60	999	M	U	6	28.68
ACC19 	60	999	M	W	6	24.76
ACC19 	60	999	M	Y	6	39.18
ACC19 	60	999	F	N	7	17.36
ACC19 	60	999	F	P	7	15.44
ACC19 	60	999	F	R	7	13.91
ACC19 	60	999	F	S	7	26.41
ACC19 	60	999	F	T	7	22.01
ACC19 	60	999	F	U	7	19.62
ACC19 	60	999	F	W	7	17.36
ACC19 	60	999	F	Y	7	26.41
ACC19 	60	999	M	N	7	22.28
ACC19 	60	999	M	P	7	19.04
ACC19 	60	999	M	R	7	16.83
ACC19 	60	999	M	S	7	35.26
ACC19 	60	999	M	T	7	29.39
ACC19 	60	999	M	U	7	25.81
ACC19 	60	999	M	W	7	22.28
ACC19 	60	999	M	Y	7	35.26
ACC19 	61	999	F	N	1	21.01
ACC19 	61	999	F	P	1	20.16
ACC19 	61	999	F	R	1	20.16
ACC19 	61	999	F	S	1	34.42
ACC19 	61	999	F	T	1	28.68
ACC19 	61	999	F	U	1	28.68
ACC19 	61	999	F	W	1	21.01
ACC19 	61	999	F	Y	1	34.42
ACC19 	61	999	M	N	1	26.71
ACC19 	61	999	M	P	1	24.18
ACC19 	61	999	M	R	1	24.0
ACC19 	61	999	M	S	1	42.92
ACC19 	61	999	M	T	1	35.76
ACC19 	61	999	M	U	1	35.76
ACC19 	61	999	M	W	1	26.71
ACC19 	61	999	M	Y	1	42.92
ACC19 	61	999	F	N	2	20.88
ACC19 	61	999	F	P	2	18.62
ACC19 	61	999	F	R	2	17.16
ACC19 	61	999	F	S	2	32.25
ACC19 	61	999	F	T	2	26.87
ACC19 	61	999	F	U	2	26.16
ACC19 	61	999	F	W	2	20.88
ACC19 	61	999	F	Y	2	32.25
ACC19 	61	999	M	N	2	26.71
ACC19 	61	999	M	P	2	22.9
ACC19 	61	999	M	R	2	21.24
ACC19 	61	999	M	S	2	42.78
ACC19 	61	999	M	T	2	35.65
ACC19 	61	999	M	U	2	33.24
ACC19 	61	999	M	W	2	26.71
ACC19 	61	999	M	Y	2	42.78
ACC19 	61	999	F	N	3	20.88
ACC19 	61	999	F	P	3	18.62
ACC19 	61	999	F	R	3	16.79
ACC19 	61	999	F	S	3	32.25
ACC19 	61	999	F	T	3	26.87
ACC19 	61	999	F	U	3	24.03
ACC19 	61	999	F	W	3	20.88
ACC19 	61	999	F	Y	3	32.25
ACC19 	61	999	M	N	3	26.71
ACC19 	61	999	M	P	3	22.9
ACC19 	61	999	M	R	3	20.2
ACC19 	61	999	M	S	3	42.78
ACC19 	61	999	M	T	3	35.65
ACC19 	61	999	M	U	3	31.27
ACC19 	61	999	M	W	3	26.71
ACC19 	61	999	M	Y	3	42.78
ACC19 	61	999	F	N	4	20.46
ACC19 	61	999	F	P	4	18.25
ACC19 	61	999	F	R	4	16.44
ACC19 	61	999	F	S	4	31.32
ACC19 	61	999	F	T	4	26.1
ACC19 	61	999	F	U	4	23.3
ACC19 	61	999	F	W	4	20.46
ACC19 	61	999	F	Y	4	31.32
ACC19 	61	999	M	N	4	26.22
ACC19 	61	999	M	P	4	22.43
ACC19 	61	999	M	R	4	19.84
ACC19 	61	999	M	S	4	41.36
ACC19 	61	999	M	T	4	34.46
ACC19 	61	999	M	U	4	30.33
ACC19 	61	999	M	W	4	26.22
ACC19 	61	999	M	Y	4	41.36
ACC19 	61	999	F	N	5	20.37
ACC19 	61	999	F	P	5	18.15
ACC19 	61	999	F	R	5	16.34
ACC19 	61	999	F	S	5	31.16
ACC19 	61	999	F	T	5	25.96
ACC19 	61	999	F	U	5	23.14
ACC19 	61	999	F	W	5	20.37
ACC19 	61	999	F	Y	5	31.16
ACC19 	61	999	M	N	5	26.07
ACC19 	61	999	M	P	5	22.32
ACC19 	61	999	M	R	5	19.74
ACC19 	61	999	M	S	5	41.19
ACC19 	61	999	M	T	5	34.32
ACC19 	61	999	M	U	5	30.17
ACC19 	61	999	M	W	5	26.07
ACC19 	61	999	M	Y	5	41.19
ACC19 	61	999	F	N	6	20.27
ACC19 	61	999	F	P	6	18.05
ACC19 	61	999	F	R	6	16.24
ACC19 	61	999	F	S	6	30.99
ACC19 	61	999	F	T	6	25.82
ACC19 	61	999	F	U	6	22.98
ACC19 	61	999	F	W	6	20.27
ACC19 	61	999	F	Y	6	30.99
ACC19 	61	999	M	N	6	25.95
ACC19 	61	999	M	P	6	22.22
ACC19 	61	999	M	R	6	19.64
ACC19 	61	999	M	S	6	41.02
ACC19 	61	999	M	T	6	34.18
ACC19 	61	999	M	U	6	30.01
ACC19 	61	999	M	W	6	25.95
ACC19 	61	999	M	Y	6	41.02
ACC19 	61	999	F	N	7	18.24
ACC19 	61	999	F	P	7	16.25
ACC19 	61	999	F	R	7	14.62
ACC19 	61	999	F	S	7	27.89
ACC19 	61	999	F	T	7	23.24
ACC19 	61	999	F	U	7	20.68
ACC19 	61	999	F	W	7	18.24
ACC19 	61	999	F	Y	7	27.89
ACC19 	61	999	M	N	7	23.36
ACC19 	61	999	M	P	7	20.0
ACC19 	61	999	M	R	7	17.68
ACC19 	61	999	M	S	7	36.92
ACC19 	61	999	M	T	7	30.76
ACC19 	61	999	M	U	7	27.01
ACC19 	61	999	M	W	7	23.36
ACC19 	61	999	M	Y	7	36.92
ACC19 	62	999	F	N	1	21.97
ACC19 	62	999	F	P	1	21.0
ACC19 	62	999	F	R	1	21.0
ACC19 	62	999	F	S	1	36.44
ACC19 	62	999	F	T	1	30.36
ACC19 	62	999	F	U	1	30.36
ACC19 	62	999	F	W	1	21.97
ACC19 	62	999	F	Y	1	36.44
ACC19 	62	999	M	N	1	27.9
ACC19 	62	999	M	P	1	25.46
ACC19 	62	999	M	R	1	25.32
ACC19 	62	999	M	S	1	45.8
ACC19 	62	999	M	T	1	38.16
ACC19 	62	999	M	U	1	38.16
ACC19 	62	999	M	W	1	27.9
ACC19 	62	999	M	Y	1	45.8
ACC19 	62	999	F	N	2	21.88
ACC19 	62	999	F	P	2	19.52
ACC19 	62	999	F	R	2	17.88
ACC19 	62	999	F	S	2	34.01
ACC19 	62	999	F	T	2	28.34
ACC19 	62	999	F	U	2	27.72
ACC19 	62	999	F	W	2	21.88
ACC19 	62	999	F	Y	2	34.01
ACC19 	62	999	M	N	2	27.9
ACC19 	62	999	M	P	2	23.98
ACC19 	62	999	M	R	2	22.56
ACC19 	62	999	M	S	2	44.76
ACC19 	62	999	M	T	2	37.3
ACC19 	62	999	M	U	2	35.64
ACC19 	62	999	M	W	2	27.9
ACC19 	62	999	M	Y	2	44.76
ACC19 	62	999	F	N	3	21.88
ACC19 	62	999	F	P	3	19.52
ACC19 	62	999	F	R	3	17.58
ACC19 	62	999	F	S	3	34.01
ACC19 	62	999	F	T	3	28.34
ACC19 	62	999	F	U	3	25.26
ACC19 	62	999	F	W	3	21.88
ACC19 	62	999	F	Y	3	34.01
ACC19 	62	999	M	N	3	27.9
ACC19 	62	999	M	P	3	23.98
ACC19 	62	999	M	R	3	21.15
ACC19 	62	999	M	S	3	44.76
ACC19 	62	999	M	T	3	37.3
ACC19 	62	999	M	U	3	32.64
ACC19 	62	999	M	W	3	27.9
ACC19 	62	999	M	Y	3	44.76
ACC19 	62	999	F	N	4	21.45
ACC19 	62	999	F	P	4	19.14
ACC19 	62	999	F	R	4	17.23
ACC19 	62	999	F	S	4	33.06
ACC19 	62	999	F	T	4	27.55
ACC19 	62	999	F	U	4	24.5
ACC19 	62	999	F	W	4	21.45
ACC19 	62	999	F	Y	4	33.06
ACC19 	62	999	M	N	4	27.39
ACC19 	62	999	M	P	4	23.49
ACC19 	62	999	M	R	4	20.78
ACC19 	62	999	M	S	4	43.29
ACC19 	62	999	M	T	4	36.07
ACC19 	62	999	M	U	4	31.68
ACC19 	62	999	M	W	4	27.39
ACC19 	62	999	M	Y	4	43.29
ACC19 	62	999	F	N	5	21.35
ACC19 	62	999	F	P	5	19.04
ACC19 	62	999	F	R	5	17.13
ACC19 	62	999	F	S	5	32.85
ACC19 	62	999	F	T	5	27.37
ACC19 	62	999	F	U	5	24.33
ACC19 	62	999	F	W	5	21.35
ACC19 	62	999	F	Y	5	32.85
ACC19 	62	999	M	N	5	27.25
ACC19 	62	999	M	P	5	23.39
ACC19 	62	999	M	R	5	20.68
ACC19 	62	999	M	S	5	43.07
ACC19 	62	999	M	T	5	35.89
ACC19 	62	999	M	U	5	31.51
ACC19 	62	999	M	W	5	27.25
ACC19 	62	999	M	Y	5	43.07
ACC19 	62	999	F	N	6	21.25
ACC19 	62	999	F	P	6	18.94
ACC19 	62	999	F	R	6	17.03
ACC19 	62	999	F	S	6	32.63
ACC19 	62	999	F	T	6	27.19
ACC19 	62	999	F	U	6	24.16
ACC19 	62	999	F	W	6	21.25
ACC19 	62	999	F	Y	6	32.63
ACC19 	62	999	M	N	6	27.13
ACC19 	62	999	M	P	6	23.29
ACC19 	62	999	M	R	6	20.58
ACC19 	62	999	M	S	6	42.86
ACC19 	62	999	M	T	6	35.71
ACC19 	62	999	M	U	6	31.34
ACC19 	62	999	M	W	6	27.13
ACC19 	62	999	M	Y	6	42.86
ACC19 	62	999	F	N	7	19.13
ACC19 	62	999	F	P	7	17.05
ACC19 	62	999	F	R	7	15.33
ACC19 	62	999	F	S	7	29.37
ACC19 	62	999	F	T	7	24.47
ACC19 	62	999	F	U	7	21.74
ACC19 	62	999	F	W	7	19.13
ACC19 	62	999	F	Y	7	29.37
ACC19 	62	999	M	N	7	24.42
ACC19 	62	999	M	P	7	20.96
ACC19 	62	999	M	R	7	18.52
ACC19 	62	999	M	S	7	38.57
ACC19 	62	999	M	T	7	32.14
ACC19 	62	999	M	U	7	28.21
ACC19 	62	999	M	W	7	24.42
ACC19 	62	999	M	Y	7	38.57
ACC19 	63	999	F	N	1	22.93
ACC19 	63	999	F	P	1	21.84
ACC19 	63	999	F	R	1	21.84
ACC19 	63	999	F	S	1	38.31
ACC19 	63	999	F	T	1	31.92
ACC19 	63	999	F	U	1	31.92
ACC19 	63	999	F	W	1	22.93
ACC19 	63	999	F	Y	1	38.31
ACC19 	63	999	M	N	1	29.08
ACC19 	63	999	M	P	1	26.73
ACC19 	63	999	M	R	1	26.64
ACC19 	63	999	M	S	1	48.82
ACC19 	63	999	M	T	1	40.68
ACC19 	63	999	M	U	1	40.68
ACC19 	63	999	M	W	1	29.08
ACC19 	63	999	M	Y	1	48.82
ACC19 	63	999	F	N	2	22.88
ACC19 	63	999	F	P	2	20.42
ACC19 	63	999	F	R	2	18.72
ACC19 	63	999	F	S	2	35.78
ACC19 	63	999	F	T	2	29.81
ACC19 	63	999	F	U	2	29.4
ACC19 	63	999	F	W	2	22.88
ACC19 	63	999	F	Y	2	35.78
ACC19 	63	999	M	N	2	29.08
ACC19 	63	999	M	P	2	25.05
ACC19 	63	999	M	R	2	24.0
ACC19 	63	999	M	S	2	46.74
ACC19 	63	999	M	T	2	38.95
ACC19 	63	999	M	U	2	38.16
ACC19 	63	999	M	W	2	29.08
ACC19 	63	999	M	Y	2	46.74
ACC19 	63	999	F	N	3	22.88
ACC19 	63	999	F	P	3	20.42
ACC19 	63	999	F	R	3	18.37
ACC19 	63	999	F	S	3	35.78
ACC19 	63	999	F	T	3	29.81
ACC19 	63	999	F	U	3	26.49
ACC19 	63	999	F	W	3	22.88
ACC19 	63	999	F	Y	3	35.78
ACC19 	63	999	M	N	3	29.08
ACC19 	63	999	M	P	3	25.05
ACC19 	63	999	M	R	3	22.1
ACC19 	63	999	M	S	3	46.74
ACC19 	63	999	M	T	3	38.95
ACC19 	63	999	M	U	3	34.01
ACC19 	63	999	M	W	3	29.08
ACC19 	63	999	M	Y	3	46.74
ACC19 	63	999	F	N	4	22.43
ACC19 	63	999	F	P	4	20.02
ACC19 	63	999	F	R	4	18.02
ACC19 	63	999	F	S	4	34.8
ACC19 	63	999	F	T	4	29.0
ACC19 	63	999	F	U	4	25.7
ACC19 	63	999	F	W	4	22.43
ACC19 	63	999	F	Y	4	34.8
ACC19 	63	999	M	N	4	28.57
ACC19 	63	999	M	P	4	24.57
ACC19 	63	999	M	R	4	21.72
ACC19 	63	999	M	S	4	45.22
ACC19 	63	999	M	T	4	37.68
ACC19 	63	999	M	U	4	33.04
ACC19 	63	999	M	W	4	28.57
ACC19 	63	999	M	Y	4	45.22
ACC19 	63	999	F	N	5	22.33
ACC19 	63	999	F	P	5	19.93
ACC19 	63	999	F	R	5	17.92
ACC19 	63	999	F	S	5	34.54
ACC19 	63	999	F	T	5	28.78
ACC19 	63	999	F	U	5	25.52
ACC19 	63	999	F	W	5	22.33
ACC19 	63	999	F	Y	5	34.54
ACC19 	63	999	M	N	5	28.43
ACC19 	63	999	M	P	5	24.46
ACC19 	63	999	M	R	5	21.62
ACC19 	63	999	M	S	5	44.96
ACC19 	63	999	M	T	5	37.46
ACC19 	63	999	M	U	5	32.86
ACC19 	63	999	M	W	5	28.43
ACC19 	63	999	M	Y	5	44.96
ACC19 	63	999	F	N	6	22.23
ACC19 	63	999	F	P	6	19.83
ACC19 	63	999	F	R	6	17.82
ACC19 	63	999	F	S	6	34.28
ACC19 	63	999	F	T	6	28.56
ACC19 	63	999	F	U	6	25.34
ACC19 	63	999	F	W	6	22.23
ACC19 	63	999	F	Y	6	34.28
ACC19 	63	999	M	N	6	28.31
ACC19 	63	999	M	P	6	24.36
ACC19 	63	999	M	R	6	21.52
ACC19 	63	999	M	S	6	44.69
ACC19 	63	999	M	T	6	37.24
ACC19 	63	999	M	U	6	32.68
ACC19 	63	999	M	W	6	28.31
ACC19 	63	999	M	Y	6	44.69
ACC19 	63	999	F	N	7	20.01
ACC19 	63	999	F	P	7	17.85
ACC19 	63	999	F	R	7	16.04
ACC19 	63	999	F	S	7	30.85
ACC19 	63	999	F	T	7	25.7
ACC19 	63	999	F	U	7	22.81
ACC19 	63	999	F	W	7	20.01
ACC19 	63	999	F	Y	7	30.85
ACC19 	63	999	M	N	7	25.48
